Month,DP,EP,Mkt-RF,SMB,HML,STR,TB,TS,INF,IP,RV
199410,0.0289042575190129,0.0502952461916687,1.34,-2.3,-1.62,-0.22,4.95,2.8599999999999994,2.609890109890123,0.8174151353641079,-3.543464149711401
199411,0.0289042575190129,0.0502952461916687,-4.04,0.07,-0.7,-2.01,5.29,2.62,2.602739726027403,0.6684388800754837,-3.628445811959467
199412,0.0289042575190129,0.0502952461916687,0.86,0.0,-0.13,0.81,5.6,2.24,2.597402597402576,1.0003307934641992,-4.073892562421113
199501,0.027844140468086,0.0646948138438444,1.8,-3.06,2.57,4.0,5.71,1.89,2.8708133971291794,0.1896226242702914,-3.836367837258444
199502,0.027844140468086,0.0646948138438444,3.63,-0.54,1.08,2.39,5.77,1.4500000000000002,2.862985685071595,-0.1203767877636652,-3.81639561871116
199503,0.027844140468086,0.0646948138438444,2.19,-0.51,-2.15,-0.04,5.73,1.4699999999999998,2.7872195785180187,0.1386422888479455,-4.133369993200157
199504,0.027844140468086,0.0646948138438444,2.11,-0.22,1.71,-0.52,5.65,1.42,3.125000000000022,-0.1778673036971989,-3.448188488967962
199505,0.027844140468086,0.0646948138438444,2.9,-2.19,2.29,-0.46,5.67,0.6299999999999999,3.1186440677966054,0.4807320730218167,-3.6345332214002837
199506,0.027844140468086,0.0646948138438444,2.72,3.06,-2.54,1.23,5.47,0.7400000000000002,3.0425963488843744,0.3336857591980324,-3.582470442736896
199507,0.027844140468086,0.0646948138438444,3.72,2.09,-1.62,-2.12,5.42,1.0300000000000002,2.830188679245272,-0.4141170567163343,-4.242048823561467
199508,0.027844140468086,0.0646948138438444,0.55,1.75,2.79,1.28,5.4,0.8799999999999999,2.617449664429538,1.307422819224047,-3.93576089190559
199509,0.027844140468086,0.0646948138438444,3.35,-1.88,-0.04,-0.89,5.28,0.8899999999999997,2.54521098459477,0.3869853550704683,-3.8134458543073446
199510,0.027844140468086,0.0646948138438444,-1.52,-4.04,-0.5,-1.02,5.28,0.75,2.7443105756358666,-0.161436606886034,-3.756294991533248
199511,0.027844140468086,0.0646948138438444,3.96,-1.07,0.51,0.6,5.36,0.3999999999999994,2.603471295060067,0.2412368973902179,-3.5527750190167806
199512,0.027844140468086,0.0646948138438444,1.03,0.72,0.22,-0.98,5.14,0.4400000000000004,2.5316455696202667,0.3429696717997643,-3.291351304604025
199601,0.0296399785061794,0.0729930145083288,2.26,-2.56,0.38,1.0,5.0,0.5999999999999996,2.7906976744185963,-0.521604227652972,-3.335143087903213
199602,0.0296399785061794,0.0729930145083288,1.33,1.77,-1.08,2.17,4.83,1.2999999999999998,2.717031146454607,1.4497166143613294,-3.1764410415857496
199603,0.0296399785061794,0.0729930145083288,0.73,1.61,0.35,-0.11,4.96,1.38,2.8439153439153486,-0.1611919786960514,-3.463042406854328
199604,0.0296399785061794,0.0729930145083288,2.06,4.71,-4.02,0.69,4.95,1.71,2.832674571805005,1.0149591540828284,-3.394856162512051
199605,0.0296399785061794,0.0729930145083288,2.36,3.21,-0.83,-1.07,5.02,1.83,2.827087442472065,0.738018807966978,-3.9185620454366887
199606,0.0296399785061794,0.0729930145083288,-1.14,-3.65,2.35,-0.18,5.09,1.6400000000000006,2.8215223097112663,0.7530625747682596,-3.0255744535722022
199607,0.0296399785061794,0.0729930145083288,-5.97,-3.81,5.14,-2.44,5.15,1.6499999999999997,2.8833551769331667,-0.003316621980709,-3.3965354178224456
199608,0.0296399785061794,0.0729930145083288,2.77,2.57,-0.74,2.55,5.05,1.91,2.8122956180510084,0.5060006315057652,-3.6419274163372974
199609,0.0296399785061794,0.0729930145083288,5.01,-1.39,-2.72,0.54,5.09,1.63,3.004572175048992,0.625158401622028,-3.7045230142140113
199610,0.0296399785061794,0.0729930145083288,0.86,-3.77,4.94,-1.12,4.99,1.38,3.0618892508143203,-0.0145611199731332,-3.6295530326183587
199611,0.0296399785061794,0.0729930145083288,6.25,-3.8,1.39,0.21,5.03,1.0299999999999994,3.253090435914108,0.8853400647867327,-3.185897774270852
199612,0.0296399785061794,0.0729930145083288,-1.7,3.25,1.31,0.64,4.91,1.5199999999999996,3.378817413905133,0.6229346594862184,-3.3001066583069973
199701,0.0242505126786237,0.0630350574525568,4.99,-1.82,-1.42,2.62,5.03,1.5,3.0381383322559907,0.1818461454950126,-3.2602050996348835
199702,0.0242505126786237,0.0630350574525568,-0.49,-2.59,5.67,1.25,5.01,1.5499999999999998,3.032258064516125,1.1750165776932553,-3.106938289517331
199703,0.0242505126786237,0.0630350574525568,-5.03,-0.43,3.39,0.88,5.14,1.7800000000000002,2.7652733118971096,0.64010527309033,-2.903725220590473
199704,0.0242505126786237,0.0630350574525568,4.04,-5.7,0.07,2.43,5.16,1.5599999999999996,2.434336963484962,0.0833685981659115,-3.104702855002214
199705,0.0242505126786237,0.0630350574525568,6.74,4.75,-4.13,2.87,5.05,1.62,2.237851662404089,0.5680293294038519,-3.1138231681204984
199706,0.0242505126786237,0.0630350574525568,4.1,1.19,1.58,0.73,4.93,1.58,2.233567326100827,0.4578234692117711,-3.104675990136802
199707,0.0242505126786237,0.0630350574525568,7.33,-2.77,0.26,3.87,5.05,0.9699999999999998,2.165605095541401,0.8460643971289983,-3.0027746114180673
199708,0.0242505126786237,0.0630350574525568,-4.15,7.61,1.18,-0.16,5.14,1.2000000000000002,2.290076335877877,1.0017395626242376,-2.971064631011621
199709,0.0242505126786237,0.0630350574525568,5.35,2.49,0.37,1.7,4.95,1.17,2.21940393151554,0.9248802379739685,-2.335594149604878
199710,0.0242505126786237,0.0630350574525568,-3.8,-0.52,2.27,-0.96,4.97,0.8700000000000001,2.0859671302149163,0.8870279626514543,-2.9643176217887297
199711,0.0242505126786237,0.0630350574525568,2.98,-5.1,1.19,-2.01,5.14,0.7200000000000006,1.8903591682419616,0.8051644582236506,-3.0485894785310186
199712,0.0242505126786237,0.0630350574525568,1.32,-2.04,3.84,-2.91,5.16,0.5899999999999999,1.6970458830924071,0.4201020949970102,-3.001937204877536
199801,0.0202291769987731,0.0518388974445981,0.15,-1.36,-1.63,5.02,5.04,0.4900000000000002,1.6311166875784044,0.4571354911401704,-3.4278558133599564
199802,0.0202291769987731,0.0518388974445981,7.04,0.2,-0.85,1.92,5.09,0.5300000000000002,1.440200375704448,0.1653882346231761,-3.390439245410769
199803,0.0202291769987731,0.0518388974445981,4.76,-0.65,1.39,1.84,5.03,0.6399999999999997,1.3767209011263937,0.0436511325571098,-3.214335450029867
199804,0.0202291769987731,0.0518388974445981,0.73,-0.01,0.94,1.7,4.95,0.7299999999999995,1.4383989993745905,0.3375558443283077,-3.4747966305819324
199805,0.0202291769987731,0.0518388974445981,-3.07,-2.93,3.4,0.74,5.0,0.5599999999999996,1.6885553470919357,0.658896820491961,-3.083459966571509
199806,0.0202291769987731,0.0518388974445981,3.18,-3.65,-1.97,-1.44,4.98,0.4599999999999999,1.6229712858926382,-0.5904871695238234,-3.0531301959757364
199807,0.0202291769987731,0.0518388974445981,-2.46,-5.27,-1.78,-2.02,4.96,0.54,1.74563591022443,-0.3969017806848884,-2.3371570803011186
199808,0.0202291769987731,0.0518388974445981,-16.08,-5.18,3.53,-2.66,4.9,0.1499999999999994,1.6169154228855789,2.062723487399332,-2.3039480250082476
199809,0.0202291769987731,0.0518388974445981,6.15,-0.77,-3.42,2.75,4.61,-0.1699999999999999,1.4267990074441794,-0.1046644812196295,-2.6323581969644745
199810,0.0202291769987731,0.0518388974445981,7.13,-3.43,-2.23,9.85,3.96,0.6799999999999997,1.4860681114551078,0.7002773433184561,-3.122877874609131
199811,0.0202291769987731,0.0518388974445981,6.1,0.74,-3.25,1.32,4.41,0.33,1.4842300556586308,-0.0985025988288312,-2.858905155152919
199812,0.0202291769987731,0.0518388974445981,6.16,-1.57,-4.19,-1.63,4.39,0.2600000000000007,1.606922126081578,0.4038774080641349,-2.851548611716609
199901,0.0168161434977578,0.0391442451420029,3.5,-0.74,-4.6,-2.32,4.34,0.3200000000000003,1.6666666666666607,0.42239997789566,-2.8300525790171007
199902,0.0168161434977578,0.0391442451420029,-4.08,-5.23,1.92,2.46,4.44,0.8499999999999996,1.6666666666666607,0.5719513411450716,-2.870182774749022
199903,0.0168161434977578,0.0391442451420029,3.45,-4.23,-2.74,0.21,4.44,0.8099999999999996,1.728395061728394,0.2207996206395668,-2.9523797089535053
199904,0.0168161434977578,0.0391442451420029,4.33,4.53,2.46,2.37,4.29,1.0700000000000005,2.281134401972884,0.2217917818751802,-2.8904972594409366
199905,0.0168161434977578,0.0391442451420029,-2.46,3.71,2.35,1.21,4.5,1.1399999999999997,2.091020910209096,0.6129469002545518,-3.0142208706058224
199906,0.0168161434977578,0.0391442451420029,4.77,2.29,-3.19,1.7,4.57,1.239999999999999,1.96560196560196,-0.0672265874385624,-3.215394448427918
199907,0.0168161434977578,0.0391442451420029,-3.49,2.57,-0.44,1.54,4.55,1.37,2.1446078431372584,0.5956264292438451,-2.9517539161263797
199908,0.0168161434977578,0.0391442451420029,-1.38,-1.73,-1.87,-3.39,4.72,1.260000000000001,2.2643818849449104,0.4354631494499106,-2.956336790254183
199909,0.0168161434977578,0.0391442451420029,-2.79,2.59,-3.5,-0.61,4.68,1.2200000000000006,2.629969418960254,-0.4194987018442342,-2.661717394280363
199910,0.0168161434977578,0.0391442451420029,6.12,-6.91,-3.37,-1.49,4.86,1.1599999999999993,2.56253813300793,1.288030326657763,-3.302248908056168
199911,0.0168161434977578,0.0391442451420029,3.37,5.8,-6.11,0.43,5.07,1.1099999999999994,2.620353443022561,0.530436111744903,-3.384508689981741
199912,0.0168161434977578,0.0391442451420029,7.72,5.39,-8.32,-14.01,5.2,1.25,2.676399026763998,0.8037407272338593,-2.6289435098399156
200001,0.0133651513088879,0.038573956773465,-4.74,4.44,-1.91,2.61,5.32,1.3599999999999994,2.792956891317555,-0.0737764584239575,-2.904549856389668
200002,0.0133651513088879,0.038573956773465,2.45,18.34,-9.7,-13.47,5.55,0.8700000000000001,3.217972070431085,0.3397316491860591,-2.5044182709758513
200003,0.0133651513088879,0.038573956773465,5.2,-15.35,8.17,9.89,5.69,0.3399999999999998,3.762135922330101,0.3898155243814649,-2.4178116678524293
200004,0.0133651513088879,0.038573956773465,-6.4,-5.01,7.26,-2.18,5.66,0.5700000000000003,3.013863773357439,0.6411975681184234,-2.630951776852522
200005,0.0133651513088879,0.038573956773465,-4.42,-3.84,4.81,-8.89,5.79,0.5,3.1325301204819134,0.2738342622982559,-3.02459837171673
200006,0.0133651513088879,0.038573956773465,4.64,9.93,-8.43,12.39,5.69,0.3399999999999998,3.7349397590361377,0.0753193540612207,-3.091208012841074
200007,0.0133651513088879,0.038573956773465,-2.51,-1.03,8.3,6.51,5.96,0.08,3.5992801439711952,-0.1739642781880213,-3.434625082268817
200008,0.0133651513088879,0.038573956773465,7.03,-1.04,-1.38,0.54,6.09,-0.3599999999999994,3.3512866546977715,-0.2677557843219547,-3.2188756904267515
200009,0.0133651513088879,0.038573956773465,-5.45,0.19,7.17,2.64,6.0,-0.2000000000000001,3.45649582836709,0.3975282189958129,-2.5953406392359204
200010,0.0133651513088879,0.038573956773465,-2.76,-2.64,5.7,-4.8,6.11,-0.3400000000000007,3.450327186198688,-0.3479792998032582,-2.861113003819761
200011,0.0133651513088879,0.038573956773465,-10.72,-0.6,12.32,-14.63,6.17,-0.6899999999999995,3.444180522565321,0.0215885269932103,-2.620146801189269
200012,0.0133651513088879,0.038573956773465,1.19,3.26,7.61,-6.88,5.77,-0.6499999999999995,3.4360189573459543,-0.3409171848593462,-2.65553506672091
200101,0.0114128185523186,0.0350731977637329,3.13,5.5,-5.09,16.21,5.15,0.04,3.7212049616065945,-0.493362455723545,-2.9900819454231935
200102,0.0114128185523186,0.0350731977637329,-10.05,2.82,12.48,12.19,4.88,0.04,3.529411764705892,-0.6516465829363938,-2.471048876898294
200103,0.0114128185523186,0.0350731977637329,-7.26,2.33,6.42,-7.54,4.42,0.5099999999999998,2.9824561403508643,-0.2616892043618479,-2.451389727857962
200104,0.0114128185523186,0.0350731977637329,7.94,-0.86,-4.68,9.87,3.87,1.4799999999999995,3.2182562902282053,-0.3550694873073357,-2.9885358092138605
200105,0.0114128185523186,0.0350731977637329,0.72,3.59,3.38,3.8,3.62,1.81,3.56308411214954,-0.5197879846973286,-3.2483356570561055
200106,0.0114128185523186,0.0350731977637329,-1.94,6.57,-1.13,0.6,3.49,1.93,3.193960511033689,-0.542889969498439,-2.9214411428636957
200107,0.0114128185523186,0.0350731977637329,-2.13,-2.83,5.21,1.38,3.51,1.5600000000000005,2.7214823393167498,-0.6034464512291282,-3.0548698282694495
200108,0.0114128185523186,0.0350731977637329,-6.46,2.71,2.3,-3.9,3.36,1.4899999999999998,2.7214823393167498,-0.1046780086521925,-2.469092602129298
200109,0.0114128185523186,0.0350731977637329,-9.25,-5.73,1.45,-4.96,2.64,1.9599999999999995,2.5921658986175045,-0.5213580665211048,-2.8645844191064995
200110,0.0114128185523186,0.0350731977637329,2.46,5.28,-7.66,14.84,2.16,2.14,2.127659574468077,-0.3104844030365039,-3.0620739289960994
200111,0.0114128185523186,0.0350731977637329,7.54,-0.31,2.22,-3.13,1.87,2.91,1.894374282433997,-0.5828542208284437,-3.1605528089719166
200112,0.0114128185523186,0.0350731977637329,1.6,5.16,0.85,1.68,1.69,3.3800000000000003,1.603665521191311,-0.048931807267849,-3.063325930183056
200201,0.011784700852781,0.0184856584533141,-1.44,1.26,3.44,2.13,1.65,3.4200000000000004,1.1958997722095743,0.7196497044438033,-2.982343895956925
200202,0.011784700852781,0.0184856584533141,-2.29,-0.36,2.16,0.05,1.72,3.16,1.1363636363636465,-0.0004521485534092,-3.1036127072571857
200203,0.011784700852781,0.0184856584533141,4.24,4.25,1.06,2.75,1.79,3.63,1.362862010221466,0.742318243937512,-3.0331413413677004
200204,0.011784700852781,0.0184856584533141,-5.2,6.72,3.88,2.11,1.71,3.4000000000000004,1.643990929705219,0.4829291718841944,-2.7481882395705868
200205,0.011784700852781,0.0184856584533141,-1.38,-3.02,1.53,-2.68,1.73,3.35,1.2408347433727984,0.4252221026160852,-2.7986409080435655
200206,0.011784700852781,0.0184856584533141,-7.21,3.89,-0.03,-3.58,1.7,3.16,1.0692177827799745,0.8260502146018256,-2.0882971756053696
200207,0.011784700852781,0.0184856584533141,-8.18,-6.43,-3.85,1.28,1.68,2.83,1.465614430665152,-0.0346284445101319,-2.333113493446986
200208,0.011784700852781,0.0184856584533141,0.5,-1.3,3.29,1.52,1.62,2.52,1.747463359639223,-0.1081134750208212,-2.455408500741216
200209,0.011784700852781,0.0184856584533141,-10.35,3.07,1.47,-1.77,1.63,2.0,1.516002245929271,0.1000579806178958,-2.228778371968266
200210,0.011784700852781,0.0184856584533141,7.84,-4.3,-3.94,7.39,1.58,2.35,2.027027027027017,-0.258169577694145,-2.7075838876861122
200211,0.011784700852781,0.0184856584533141,5.96,2.93,-1.21,0.18,1.23,2.99,2.2535211267605604,0.5468778517788486,-2.9685322233549543
200212,0.011784700852781,0.0184856584533141,-5.76,0.62,2.14,10.74,1.19,2.64,2.480270574971821,-0.5605153000324603,-2.6327167695528697
200301,0.0140938949842572,0.0241972969891511,-2.57,0.72,-0.81,0.28,1.17,2.83,2.757456387169399,0.8258748299018626,-2.983070198582569
200302,0.0140938949842572,0.0241972969891511,-1.88,-0.93,-1.38,-0.69,1.17,2.54,3.146067415730336,0.1258565542516576,-2.5467812525284037
200303,0.0140938949842572,0.0241972969891511,1.09,0.67,-1.91,0.03,1.13,2.7,3.025210084033625,-0.2677254406017848,-2.8938838800914084
200304,0.0140938949842572,0.0241972969891511,8.22,1.04,1.17,3.0,1.13,2.76,2.175125488008911,-0.6349038908466387,-3.053254155551189
200305,0.0140938949842572,0.0241972969891511,6.05,4.87,0.5,-1.52,1.07,2.3,1.8941504178273003,-0.0230016996929038,-3.107925774588331
200306,0.0140938949842572,0.0241972969891511,1.42,1.68,0.15,-0.11,0.92,2.62,1.948775055679297,0.1266490648432094,-3.0957663924548044
200307,0.0140938949842572,0.0241972969891511,2.35,4.54,-1.24,2.49,0.9,3.5900000000000003,2.055555555555544,0.5167815929422392,-3.4711454372749864
200308,0.0140938949842572,0.0241972969891511,2.34,2.48,1.54,-1.5,0.95,3.5,2.216066481994461,-0.2239816418579732,-3.1411518075397233
200309,0.0140938949842572,0.0241972969891511,-1.24,0.55,0.15,4.62,0.94,3.02,2.378318584070782,0.6577019754190783,-3.2829297149912438
200310,0.0140938949842572,0.0241972969891511,6.08,2.71,1.97,2.17,0.92,3.41,2.041942604856528,0.1286892843190612,-3.496113261016526
200311,0.0140938949842572,0.0241972969891511,1.35,2.33,1.78,-1.57,0.93,3.41,1.9283746556473915,0.6841492669438898,-3.510025227405575
200312,0.0140938949842572,0.0241972969891511,4.29,-2.49,1.61,1.84,0.9,3.37,2.0352035203520247,0.0496057051988518,-3.464594937848489
200401,0.0194119485622432,0.0544070369708876,2.15,2.45,2.48,2.32,0.88,3.28,2.026286966046009,0.1679465174965866,-3.700411657131006
200402,0.0194119485622432,0.0544070369708876,1.4,-0.93,0.91,1.55,0.93,3.06,1.688453159041381,0.6068647307938102,-3.111979635836412
200403,0.0194119485622432,0.0544070369708876,-1.32,2.1,0.28,-2.16,0.94,2.92,1.7400761283306032,-0.3819682561555737,-3.3499907253237398
200404,0.0194119485622432,0.0544070369708876,-1.83,-2.01,-3.09,-0.2,0.94,3.5900000000000003,2.2925764192139875,0.4075324885850939,-3.465196947843609
200405,0.0194119485622432,0.0544070369708876,1.17,-0.38,-0.24,2.28,1.02,3.64,2.8977583378895444,0.7256516011262537,-3.584059080621492
200406,0.0194119485622432,0.0544070369708876,1.86,2.56,1.19,0.32,1.27,3.35,3.16766794101584,-0.7711804820919821,-3.580115596521262
200407,0.0194119485622432,0.0544070369708876,-4.06,-2.95,3.23,-1.41,1.33,3.17,2.939575394665228,0.7419603907299122,-3.2705652597467916
200408,0.0194119485622432,0.0544070369708876,0.08,-1.16,1.0,-2.39,1.48,2.65,2.5474254742547275,0.0873319501320635,-3.628169226922397
200409,0.0194119485622432,0.0544070369708876,1.6,3.27,-0.01,3.1,1.65,2.49,2.539168017287952,0.1164121974350784,-3.3500612169207136
200410,0.0194119485622432,0.0544070369708876,1.43,0.19,-0.22,0.25,1.76,2.29,3.1909140075716547,0.8803970053913979,-3.5310193165278707
200411,0.0194119485622432,0.0544070369708876,4.54,4.11,1.42,1.53,2.07,2.2900000000000005,3.621621621621607,0.246280154514622,-3.612527076170419
200412,0.0194119485622432,0.0544070369708876,3.43,-0.05,-0.22,0.94,2.19,2.0500000000000003,3.3423180592991875,0.7833333333333359,-3.5522469434123605
200501,0.0171652597746618,0.0516988662451877,-2.76,-1.18,2.06,1.46,2.33,1.81,2.8448738593666034,0.3563855285495743,-3.54437345965914
200502,0.0171652597746618,0.0516988662451877,1.89,-0.3,1.53,-2.45,2.54,1.8200000000000005,3.0530262453133394,0.7076325233539515,-3.5293471482931804
200503,0.0171652597746618,0.0516988662451877,-1.97,-1.42,2.04,0.09,2.74,1.7599999999999998,3.2068412613575736,-0.1289332405428167,-3.1533905060139786
200504,0.0171652597746618,0.0516988662451877,-2.61,-3.98,0.06,-1.84,2.78,1.4300000000000002,3.3617929562433257,0.1979528625394078,-3.5296301472175355
200505,0.0171652597746618,0.0516988662451877,3.65,2.79,-0.64,3.17,2.84,1.16,2.869287991498415,0.1061804031957658,-3.7605792999640517
200506,0.0171652597746618,0.0516988662451877,0.57,3.28,2.82,0.03,2.97,0.9699999999999998,2.541026998411855,0.4323347523947918,-3.6693407337374713
200507,0.0171652597746618,0.0516988662451877,3.92,2.8,-0.78,-0.17,3.22,1.06,3.067160232681121,-0.3196128001580978,-3.634682348756708
200508,0.0171652597746618,0.0516988662451877,-1.22,-0.89,1.32,-1.37,3.44,0.5799999999999996,3.646934460887952,0.3325130655949193,-3.661709297185699
200509,0.0171652597746618,0.0516988662451877,0.49,-0.35,0.72,-3.69,3.42,0.92,4.741833508956805,-1.942562960386085,-3.1550135330408997
200510,0.0171652597746618,0.0516988662451877,-2.02,-1.45,0.43,1.61,3.71,0.8600000000000003,4.350104821802936,1.2232229731644395,-3.762063631370804
200511,0.0171652597746618,0.0516988662451877,3.61,0.85,-1.18,0.1,3.88,0.6100000000000003,3.338549817423053,1.095830183651092,-3.872389576361922
200512,0.0171652597746618,0.0516988662451877,-0.25,-0.21,0.2,2.04,3.89,0.4999999999999995,3.338549817423053,0.4961274976896357,-3.4663595396655538
200601,0.018808034467289,0.0591919824616348,3.04,5.75,1.08,-1.0,4.24,0.29,4.018789144050117,0.1548294120768956,-3.670397123871852
200602,0.018808034467289,0.0591919824616348,-0.3,-0.42,-0.35,3.39,4.43,0.1200000000000001,3.63825363825363,0.0483030250533644,-3.7585783458212143
200603,0.018808034467289,0.0591919824616348,1.46,3.4,0.59,-0.08,4.51,0.3500000000000005,3.4179181771103018,0.2158326873970661,-3.716773581918947
200604,0.018808034467289,0.0591919824616348,0.73,-0.84,2.34,-0.33,4.6,0.4700000000000006,3.613835828600931,0.2917985400925804,-3.303438414572675
200605,0.018808034467289,0.0591919824616348,-3.57,-2.85,2.42,-0.04,4.72,0.4000000000000003,3.977272727272729,0.0286794579075877,-3.0828236772010937
200606,0.018808034467289,0.0591919824616348,-0.35,-0.24,0.85,-0.57,4.79,0.3600000000000003,4.1817243159525175,0.3419272743482526,-3.26820141130925
200607,0.018808034467289,0.0591919824616348,-0.78,-3.64,2.62,0.22,4.95,0.04,4.104669061056954,-0.0629021624006576,-3.8372946050341428
200608,0.018808034467289,0.0591919824616348,2.03,0.44,-2.06,1.77,4.96,-0.2199999999999997,3.926568077511483,0.4346315028025849,-3.782527462455872
200609,0.018808034467289,0.0591919824616348,1.84,-1.46,0.08,0.76,4.81,-0.1699999999999999,2.012072434607637,-0.1910259066940645,-3.8529067351867496
200610,0.018808034467289,0.0591919824616348,3.23,1.98,-0.3,-0.26,4.92,-0.3099999999999996,1.4063284781516971,-0.0961492914280937,-3.7170777341439
200611,0.018808034467289,0.0591919824616348,1.71,0.71,0.14,-0.91,4.94,-0.4800000000000004,1.9687026754164672,-0.0286506068581826,-3.968144284531507
200612,0.018808034467289,0.0591919824616348,0.87,-0.82,2.73,2.41,4.85,-0.1399999999999996,2.5239777889954462,1.024552735756612,-3.8525935980217803
200701,0.019456804798511,0.0637429324407811,1.4,0.08,-0.69,1.09,4.98,-0.1500000000000003,2.075765178123423,-0.3547020243287124,-3.258920709502581
200702,0.019456804798511,0.0637429324407811,-1.96,1.28,-0.13,0.18,5.03,-0.4700000000000006,2.420260782347028,0.9727628409406552,-3.222777881382658
200703,0.019456804798511,0.0637429324407811,0.68,0.19,-0.96,-2.05,4.94,-0.29,2.798197295943927,0.1735375145814011,-3.725824372470853
200704,0.019456804798511,0.0637429324407811,3.49,-2.03,-1.46,-0.31,4.87,-0.2400000000000002,2.5929247633283525,0.6789736210175645,-3.634668473968483
200705,0.019456804798511,0.0637429324407811,3.24,0.4,-0.65,-0.99,4.73,0.1699999999999999,2.709885742672613,0.0418358969714871,-3.2604185015847467
200706,0.019456804798511,0.0637429324407811,-1.96,0.75,-1.07,-0.65,4.61,0.4199999999999999,2.692765113974227,0.0180065118631445,-3.0107026969095996
200707,0.019456804798511,0.0637429324407811,-3.73,-2.98,-3.72,-3.59,4.82,-0.04,2.317890586495808,-0.1531753636562105,-2.635939010859771
200708,0.019456804798511,0.0637429324407811,0.92,-0.37,-1.86,-2.61,4.2,0.3399999999999998,1.897448478900876,0.1920338941300947,-3.141315377631191
200709,0.019456804798511,0.0637429324407811,3.22,-2.43,-2.23,0.36,3.89,0.6999999999999997,2.8338264299802685,0.2482116761762132,-3.193625245331456
200710,0.019456804798511,0.0637429324407811,1.8,-0.03,-3.05,-3.96,3.9,0.5800000000000005,3.610698365527476,-0.2994904835991407,-2.5892162526101363
200711,0.019456804798511,0.0637429324407811,-4.83,-3.01,-0.95,-1.69,3.27,0.7000000000000002,4.373267326732666,0.5630961927298284,-3.027217845481757
200712,0.019456804798511,0.0637429324407811,-0.87,0.15,-0.54,-2.05,3.0,1.04,4.108813392417532,0.05244269461524,-2.6662875500314387
200801,0.0194711268396809,0.0464694978092349,-6.36,-0.66,3.98,6.93,2.75,0.92,4.294695655165981,-0.1177386358746868,-2.868311559833814
200802,0.0194711268396809,0.0464694978092349,-3.09,-0.66,-0.84,5.05,2.12,1.4099999999999997,4.142959270611968,-0.3650871353044871,-2.5306220228278606
200803,0.0194711268396809,0.0464694978092349,-0.93,0.56,0.3,-0.37,1.26,2.1900000000000004,3.9749035501344334,-0.325842045218927,-2.9208787332200585
200804,0.0194711268396809,0.0464694978092349,4.6,-1.14,-1.04,3.13,1.29,2.48,3.903760975988813,-0.6832913526329532,-3.2063305826843216
200805,0.0194711268396809,0.0464694978092349,1.86,3.06,-1.49,-2.28,1.73,2.33,4.088413823123993,-0.6059017851470672,-2.8382925460430926
200806,0.0194711268396809,0.0464694978092349,-8.44,1.15,-2.67,-7.09,1.86,2.13,4.935966105947864,-0.2665481564335104,-2.705649104414729
200807,0.0194711268396809,0.0464694978092349,-0.77,3.72,5.42,7.94,1.63,2.3600000000000003,5.497512078341837,-0.4442993598364086,-2.8350023074673585
200808,0.0194711268396809,0.0464694978092349,1.53,3.46,1.59,-0.51,1.72,2.1100000000000003,5.308017162091239,-1.5857752958618576,-1.8689499223765953
200809,0.0194711268396809,0.0464694978092349,-9.24,0.25,5.92,-3.75,1.13,2.72,4.953319875136075,-4.380202116004128,-1.4228935480406675
200810,0.0194711268396809,0.0464694978092349,-17.23,-3.34,-2.3,-9.37,0.67,3.34,3.7310578899565128,1.001079532701299,-1.6585631467844164
200811,0.0194711268396809,0.0464694978092349,-7.86,-3.89,-6.31,-9.99,0.19,2.74,1.0999174706166848,-1.2981556813227213,-1.9537647039750077
200812,0.0194711268396809,0.0464694978092349,1.74,3.29,0.15,5.46,0.03,2.22,-0.022228002553859,-2.831490453945529,-2.212629959175521
200901,0.0205909657953523,0.0107923061301459,-8.12,-2.13,-11.29,0.18,0.13,2.74,-0.1135860190221271,-2.4792558591163805,-2.3045281348724154
200902,0.0205909657953523,0.0107923061301459,-10.1,-1.33,-6.95,-7.01,0.3,2.72,0.0084631406715107,-0.6108772124356898,-1.9469844070363502
200903,0.0205909657953523,0.0107923061301459,8.95,0.68,3.48,3.04,0.21,2.5,-0.4464787676623838,-1.5502975824556176,-2.4430350717575084
200904,0.0205909657953523,0.0107923061301459,10.18,7.13,5.36,-6.52,0.16,3.0,-0.5763244243767063,-0.7991498553412635,-2.527204178979255
200905,0.0205909657953523,0.0107923061301459,5.21,-2.32,0.27,-2.71,0.18,3.29,-1.015761495855172,-0.97530782169597,-2.831436498015262
200906,0.0205909657953523,0.0107923061301459,0.43,2.29,-2.73,4.8,0.18,3.35,-1.2291746182109151,-0.3046440561448982,-2.7902010571988654
200907,0.0205909657953523,0.0107923061301459,7.72,2.39,4.84,4.43,0.18,3.34,-1.958761003762277,1.194434473768724,-3.064736787342145
200908,0.0205909657953523,0.0107923061301459,3.33,-0.09,7.63,-2.08,0.17,3.23,-1.4838355663267633,1.116978824891124,-3.1296379654145006
200909,0.0205909657953523,0.0107923061301459,4.08,2.73,1.04,1.12,0.12,3.19,-1.377942862886472,0.8557413482541909,-2.77364934828828
200910,0.0205909657953523,0.0107923061301459,-2.59,-4.93,-4.2,2.14,0.07,3.3400000000000003,-0.2239682942003384,0.2290531364376402,-3.106974455798115
200911,0.0205909657953523,0.0107923061301459,5.56,-2.68,-0.34,0.45,0.05,3.16,1.9145871744709275,0.4022670327098909,-3.4883175905843267
