Month,DP,EP,Mkt-RF,SMB,HML,STR,TB,TS,INF,IP,RV
197908,0.0561772853185595,0.1366204986149584,5.53,1.92,-1.58,0.79,9.52,-0.2799999999999993,11.836115326251884,-0.6493606949203645,-3.349125806933114
197909,0.0561772853185595,0.1366204986149584,-0.82,-0.32,-0.9,-1.63,10.26,-0.8200000000000003,11.879699248120312,-0.0048660285032586,-2.9781842034093158
197910,0.0561772853185595,0.1366204986149584,-8.1,-3.5,-1.84,-1.94,11.7,-0.9799999999999986,12.071535022354718,0.6865327081155614,-3.2320540982908876
197911,0.0561772853185595,0.1366204986149584,5.21,2.53,-3.29,1.31,11.79,-1.4099999999999984,12.5925925925926,-0.1635515825452071,-3.8317684836522106
197912,0.0561772853185595,0.1366204986149584,1.79,4.32,-2.1,-1.89,12.04,-1.709999999999999,13.254786450662737,0.0660312690009323,-3.1312688809395857
198001,0.0566643265469862,0.1490321933607461,5.51,1.83,1.75,-3.41,12.0,-0.8699999999999992,13.868613138686126,0.538351236446899,-3.1335774023441827
198002,0.0566643265469862,0.1490321933607461,-1.22,-1.57,0.61,-4.91,12.86,-0.1399999999999988,14.161849710982644,0.0450394094832828,-2.6884760809973693
198003,0.0566643265469862,0.1490321933607461,-12.9,-6.93,-1.01,8.46,15.2,-2.5599999999999987,14.592274678111572,-0.4259502596295594,-2.948887572589486
198004,0.0566643265469862,0.1490321933607461,3.97,1.05,1.06,1.4,13.2,-2.4399999999999995,14.589235127478762,-1.9699941070203784,-3.2479164841018875
198005,0.0566643265469862,0.1490321933607461,5.26,2.11,0.38,2.84,8.58,1.67,14.425770308123242,-2.457580183259122,-3.2960765554277898
198006,0.0566643265469862,0.1490321933607461,3.06,1.41,-0.76,2.24,7.07,3.02,14.265927977839322,-1.292180238432017,-3.299093681297237
198007,0.0566643265469862,0.1490321933607461,6.49,3.82,-6.41,2.95,8.06,2.7,13.15068493150684,-0.7181093335789757,-3.1861698535269403
198008,0.0566643265469862,0.1490321933607461,1.8,4.25,-2.6,-0.84,9.13,2.42,12.890094979647216,0.3210329136056566,-2.965202404039977
198009,0.0566643265469862,0.1490321933607461,2.19,0.67,-4.59,-1.52,10.27,1.59,12.768817204301076,1.6694960888205657,-3.061780126079009
198010,0.0566643265469862,0.1490321933607461,1.06,2.33,-2.76,-1.96,11.62,0.8400000000000016,12.632978723404252,1.2674937383383655,-3.0121856262869358
198011,0.0566643265469862,0.1490321933607461,9.59,-3.31,-8.33,-9.71,13.73,-1.0099999999999998,12.631578947368416,1.6696377061844905,-2.9127165478814216
198012,0.0566643265469862,0.1490321933607461,-4.52,-0.29,2.79,6.38,15.49,-3.0600000000000005,12.353706111833551,0.6544135115872152,-3.219677672862815
198101,0.0555605664291512,0.1336700640389645,-5.04,3.29,6.72,-2.29,15.02,-2.34,11.794871794871796,-0.6224592504740056,-3.240946619055903
198102,0.0555605664291512,0.1336700640389645,0.57,-0.5,1.02,-2.33,14.79,-1.3599999999999994,11.392405063291132,-0.4163288860797864,-3.0886696596333816
198103,0.0555605664291512,0.1336700640389645,3.56,3.02,0.64,1.59,13.36,-0.2299999999999986,10.611735330836458,0.5105138252663011,-3.5458360432193423
198104,0.0555605664291512,0.1336700640389645,-2.11,4.59,2.28,-1.5,13.69,0.4199999999999999,10.13597033374536,-0.4200642451198333,-3.494652958741519
198105,0.0555605664291512,0.1336700640389645,0.11,2.45,-0.42,-3.78,16.3,-2.8000000000000007,9.79192166462668,0.5685533104887952,-3.456108409664162
198106,0.0555605664291512,0.1336700640389645,-2.36,-0.96,5.13,4.78,14.73,-0.870000000000001,9.696969696969692,0.5263704135963554,-3.405397043076562
198107,0.0555605664291512,0.1336700640389645,-1.54,-2.05,-0.5,-0.56,14.95,-0.2799999999999993,10.774818401937058,0.6410768376659437,-3.153104288065413
198108,0.0555605664291512,0.1336700640389645,-7.04,-1.81,4.76,-0.65,15.51,-0.0999999999999996,10.817307692307686,-0.1155530092171397,-2.946049769980739
198109,0.0555605664291512,0.1336700640389645,-7.17,-2.45,5.17,-1.11,14.7,1.1400000000000006,10.96543504171632,-0.4887132811031591,-3.088114978077905
198110,0.0555605664291512,0.1336700640389645,4.92,2.37,-4.21,4.55,13.54,1.0900000000000016,10.271546635182991,-0.7684113980374829,-3.2498117400834587
198111,0.0555605664291512,0.1336700640389645,3.36,-1.51,1.83,2.67,10.86,2.2700000000000014,9.579439252336464,-1.1670372325498837,-3.5033470421602186
198112,0.0555605664291512,0.1336700640389645,-3.65,1.2,0.81,1.66,10.85,3.130000000000001,8.912037037037024,-1.0827307131766273,-2.9913642796690953
198201,0.0498608708731292,0.1155147777694216,-3.24,-1.14,3.19,-1.37,12.28,1.8600000000000008,8.25688073394495,-2.0478500785859,-3.1281748256301922
198202,0.0498608708731292,0.1155147777694216,-5.86,0.35,6.05,-4.31,13.48,0.5499999999999989,7.613636363636367,2.0416862201037222,-3.161312055936072
198203,0.0498608708731292,0.1155147777694216,-1.87,-0.05,3.81,-1.89,12.68,1.5,6.884875846501148,-0.6731707708929835,-3.344418013046223
198204,0.0498608708731292,0.1155147777694216,3.27,1.09,-2.7,1.65,12.7,1.17,6.621773288439958,-0.913483895752054,-3.532543752825896
198205,0.0498608708731292,0.1155147777694216,-3.99,0.64,1.75,1.99,12.09,1.620000000000001,6.911928651059096,-0.6709218237320069,-3.2543906658066453
198206,0.0498608708731292,0.1155147777694216,-3.09,-0.52,1.53,0.15,12.47,1.9699999999999989,7.182320441988943,-0.2578145542992405,-3.4761892737508435
198207,0.0498608708731292,0.1155147777694216,-3.19,0.95,0.09,-2.88,11.35,2.33,6.557377049180335,-0.3439547380280072,-2.524989810829267
198208,0.0498608708731292,0.1155147777694216,11.14,-4.35,0.95,1.14,8.68,4.130000000000001,5.965292841648595,-0.9019156407135132,-3.0756229185850374
198209,0.0498608708731292,0.1155147777694216,1.29,2.61,0.28,4.52,7.92,3.810000000000001,4.940923737916236,-0.2579797495281477,-2.5473817909737067
198210,0.0498608708731292,0.1155147777694216,11.3,1.92,-3.66,2.97,7.71,3.000000000000001,5.032119914346889,-0.9622421370891864,-2.6031365345807815
198211,0.0498608708731292,0.1155147777694216,4.67,4.43,-1.87,-4.48,8.07,2.719999999999999,4.47761194029852,-0.3183745165267648,-2.9975440052820774
198212,0.0498608708731292,0.1155147777694216,0.55,-0.04,-0.02,3.8,7.94,2.419999999999999,3.825717321997879,-0.7097350830671645,-2.859383657430252
198301,0.0585777626193724,0.1077762619372442,3.6,3.35,-0.75,3.18,7.86,2.9400000000000004,3.7076271186440746,1.8545340520523808,-3.1299951609961414
198302,0.0585777626193724,0.1077762619372442,2.59,2.92,0.7,2.63,8.11,2.16,3.484688489968324,-0.6163466955398156,-3.227554240988586
198303,0.0585777626193724,0.1077762619372442,2.82,1.37,2.02,0.34,8.35,2.27,3.590285110876445,0.836164097204084,-3.2767140008567828
198304,0.0585777626193724,0.1077762619372442,6.67,0.48,0.49,-0.55,8.21,2.0599999999999987,4.000000000000004,1.2528316712502765,-3.4117592488993282
198305,0.0585777626193724,0.1077762619372442,0.52,6.3,-1.4,2.73,8.19,2.620000000000001,3.44108446298228,0.6255791922164855,-3.3006663843601443
198306,0.0585777626193724,0.1077762619372442,3.07,1.18,-3.9,0.18,8.79,2.1700000000000017,2.4742268041237248,0.6058965176333642,-3.0344088385890653
198307,0.0585777626193724,0.1077762619372442,-4.07,1.01,5.62,2.04,9.08,2.68,2.358974358974364,1.4836002740083565,-3.297159305868309
198308,0.0585777626193724,0.1077762619372442,-0.5,-4.32,5.54,-0.65,9.34,2.640000000000001,2.456499488229258,1.1961275521171322,-3.427311234642809
198309,0.0585777626193724,0.1077762619372442,0.91,0.3,1.01,2.36,9.0,2.4399999999999995,2.763561924257929,1.4398672296700443,-3.399314169385325
198310,0.0585777626193724,0.1077762619372442,-3.44,-3.77,4.97,-1.63,8.64,3.1,2.752293577981657,0.78535363419312,-3.544240711294482
198311,0.0585777626193724,0.1077762619372442,2.16,1.87,-0.72,4.94,8.76,2.870000000000001,3.1632653061224536,0.442141932026252,-3.771002089932163
198312,0.0585777626193724,0.1077762619372442,-1.78,-0.45,1.73,1.97,9.0,2.8200000000000003,3.787103377686796,0.5057320161617751,-3.568878888591845
198401,0.0491439661745338,0.0972482151521452,-1.92,-0.04,7.58,0.64,8.9,2.77,4.290091930541351,1.9790877230777548,-3.1024578245276224
198402,0.0491439661745338,0.0972482151521452,-4.82,-1.59,3.33,-2.06,9.09,2.95,4.693877551020398,0.4670156080539334,-3.3021291938262776
198403,0.0491439661745338,0.0972482151521452,0.63,-0.29,0.46,2.51,9.52,3.01,4.892966360856277,0.4682240341236543,-3.4364214641508077
198404,0.0491439661745338,0.0972482151521452,-0.51,-0.95,1.2,1.61,9.69,3.130000000000001,4.5546558704453455,0.5931102785226461,-3.4885264971206817
198405,0.0491439661745338,0.0972482151521452,-5.97,0.13,0.31,0.81,9.83,4.08,4.3346774193548265,0.5359275819727616,-3.195743739887459
198406,0.0491439661745338,0.0972482151521452,1.82,0.11,-2.66,0.96,9.87,3.9700000000000006,4.325955734406439,0.3564275208608913,-3.526010945543815
198407,0.0491439661745338,0.0972482151521452,-2.74,-2.22,0.36,-1.45,10.12,2.790000000000001,4.308617234468937,0.2782007353631543,-2.8837598354422025
198408,0.0491439661745338,0.0972482151521452,10.28,-0.26,-1.82,7.29,10.47,2.3199999999999985,4.295704295704317,0.1204456489009464,-3.4831012081199084
198409,0.0491439661745338,0.0972482151521452,-0.8,-0.03,5.28,4.28,10.37,2.1000000000000014,4.2828685258964105,-0.2796625710618117,-3.325839443081545
198410,0.0491439661745338,0.0972482151521452,-0.84,-1.44,0.45,-1.21,9.74,2.049999999999999,4.265873015873023,-0.0454231989333697,-3.442306830310713
198411,0.0491439661745338,0.0972482151521452,-1.76,-1.02,4.06,-0.67,8.61,2.9700000000000006,4.154302670623156,0.334113421939608,-3.3668562829433846
198412,0.0491439661745338,0.0972482151521452,1.84,-0.65,-0.26,0.8,8.06,3.49,4.043392504930954,0.0484098110550501,-3.2081661938118287
198501,0.0452551235050183,0.1000060099765611,7.99,3.51,-5.35,2.32,7.76,3.41,3.52595494613126,-0.0487529508365058,-3.601057616889049
198502,0.0452551235050183,0.1000060099765611,1.22,1.04,-0.1,2.5,8.27,3.640000000000001,3.606237816764146,0.307513450275243,-3.5632388239612873
198503,0.0452551235050183,0.1000060099765611,-0.84,-1.39,4.07,-1.37,8.52,3.130000000000001,3.790087463556846,0.1316224847765612,-3.8422736858505835
198504,0.0452551235050183,0.1000060099765611,-0.96,-0.1,3.72,-2.46,7.95,3.46,3.581800580832528,-0.1966264954658902,-3.544721608668817
198505,0.0452551235050183,0.1000060099765611,5.09,-2.31,-0.96,-0.54,7.48,2.799999999999999,3.5748792270531515,0.1481719965902073,-3.6034037758456394
198506,0.0452551235050183,0.1000060099765611,1.27,0.35,0.38,-0.67,6.95,3.3,3.6644165863066513,-0.0476736709822622,-3.619084593624858
198507,0.0452551235050183,0.1000060099765611,-0.74,2.87,-1.62,3.62,7.08,3.49,3.458213256484166,-0.5171679662872242,-3.685137187050875
198508,0.0452551235050183,0.1000060099765611,-1.02,-0.29,2.32,1.77,7.14,3.14,3.3524904214559337,0.3323040297144919,-3.525903883560297
198509,0.0452551235050183,0.1000060099765611,-4.54,-1.8,1.29,-1.85,7.1,3.210000000000001,3.2473734479465,0.3680038081986136,-3.5000642202610672
198510,0.0452551235050183,0.1000060099765611,4.02,-1.5,0.75,0.66,7.16,2.85,3.2350142721217834,-0.3458591754833984,-3.483978022195184
198511,0.0452551235050183,0.1000060099765611,6.48,0.02,-2.85,2.41,7.24,2.35,3.51377018043686,0.3426663542642982,-3.350339944687079
198512,0.0452551235050183,0.1000060099765611,3.88,-0.41,-1.54,-0.34,7.1,1.9000000000000004,3.791469194312791,0.9887335454306756,-3.1276738074081596
198601,0.0460346133675193,0.0851348988986655,0.65,1.01,0.44,0.84,7.07,2.01,3.973509933774833,0.5265572728126555,-3.4111130246197674
198602,0.0460346133675193,0.0851348988986655,7.13,-0.71,-0.72,-1.69,7.06,1.0700000000000012,3.19849482596426,-0.6848022770439388,-3.295111211683605
198603,0.0460346133675193,0.0851348988986655,4.88,-0.66,-0.39,-0.07,6.56,0.8300000000000001,2.153558052434445,-0.7005608829383059,-3.0040111819814257
198604,0.0460346133675193,0.0851348988986655,-1.31,2.84,-2.87,2.82,6.06,1.3200000000000005,1.5887850467289688,0.1144256488371464,-3.296497491142449
198605,0.0460346133675193,0.0851348988986655,4.62,-1.29,-0.21,1.05,6.15,1.9000000000000004,1.679104477611948,0.196376051949576,-3.2199655173512403
198606,0.0460346133675193,0.0851348988986655,1.03,-0.89,1.28,-2.48,6.21,1.1399999999999997,1.7674418604651132,-0.3932538349060377,-3.0128578155940913
198607,0.0460346133675193,0.0851348988986655,-6.45,-3.46,4.7,-2.86,5.83,1.5099999999999998,1.671309192200554,0.610171964184758,-3.338089972563809
198608,0.0460346133675193,0.0851348988986655,6.07,-4.35,3.51,1.14,5.53,1.42,1.575532900834098,-0.1674774702926873,-2.735457460053072
198609,0.0460346133675193,0.0851348988986655,-8.6,2.05,3.22,-0.31,5.21,2.24,1.757631822386685,0.2768740286714255,-3.4586029081475482
198610,0.0460346133675193,0.0851348988986655,4.66,-2.33,-1.42,3.58,5.18,2.16,1.5668202764977046,0.4214970750493041,-3.1795692903643937
198611,0.0460346133675193,0.0851348988986655,1.17,-1.88,-0.07,0.71,5.35,1.8000000000000007,1.2844036697247765,0.3982727690684973,-3.337393438019072
198612,0.0460346133675193,0.0851348988986655,-3.27,0.12,0.36,0.61,5.53,1.7000000000000002,1.187214611872145,0.9456697805888092,-3.000105566988798
198701,0.0397713626975359,0.0695518516739516,12.47,-1.54,-3.16,0.31,5.43,1.75,1.364877161055511,-0.3750088948978991,-3.281285290106352
198702,0.0397713626975359,0.0695518516739516,4.39,3.4,-5.91,-1.11,5.59,1.6000000000000003,1.914311759343668,1.3260430133640089,-3.1145832261512294
198703,0.0397713626975359,0.0695518516739516,1.64,0.28,1.61,1.81,5.59,1.92,2.8414298808432603,0.140455873593237,-2.737045102167322
198704,0.0397713626975359,0.0695518516739516,-2.11,-1.54,-0.39,-1.9,5.64,2.570000000000001,3.679852805887762,0.6544827404154852,-2.9978907136053965
198705,0.0397713626975359,0.0695518516739516,0.11,-0.56,0.23,-0.3,5.66,2.83,3.669724770642202,0.6196302499851258,-3.4198523000832823
198706,0.0397713626975359,0.0695518516739516,3.94,-2.21,1.04,0.01,5.67,2.710000000000001,3.7477148080438782,0.5395327177505571,-3.554642119782903
198707,0.0397713626975359,0.0695518516739516,3.85,-1.14,0.68,-0.22,5.69,2.97,3.926940639269394,0.6736916331232301,-3.166661300202368
198708,0.0397713626975359,0.0695518516739516,3.52,-0.94,-0.93,2.45,6.04,2.96,4.2883211678832245,0.753303427805263,-2.988815096240729
198709,0.0397713626975359,0.0695518516739516,-2.59,0.38,0.27,-0.4,6.4,3.2300000000000004,4.2727272727272725,0.383036655994573,-1.322924222797642
198710,0.0397713626975359,0.0695518516739516,-23.24,-8.07,4.24,-0.13,6.13,2.750000000000001,4.355716878402904,1.34875249729689,-2.496487075861814
198711,0.0397713626975359,0.0695518516739516,-7.77,2.85,2.95,-0.87,5.69,3.3,4.528985507246386,0.4922263738877275,-2.491593174768243
198712,0.0397713626975359,0.0695518516739516,6.81,0.06,-4.43,5.8,5.77,3.0600000000000005,4.332129963898912,0.5523130818536615,-2.3465901974904613
198801,0.0333068693055083,0.0661600695625874,4.21,-0.51,5.01,7.91,5.81,2.45,4.129263913824044,-0.0248617685667529,-3.11553359680306
198802,0.0333068693055083,0.0661600695625874,4.75,3.32,-1.71,4.36,5.66,2.5,3.935599284436497,0.5011721094322352,-3.200710171646986
198803,0.0333068693055083,0.0661600695625874,-2.27,6.25,0.73,-0.84,5.7,2.87,3.832442067736186,0.2279741805218949,-2.8326609719881826
198804,0.0333068693055083,0.0661600695625874,0.56,1.16,1.67,0.23,5.91,2.959999999999999,3.9929015084294575,0.5847683721450947,-2.9847006413863886
198805,0.0333068693055083,0.0661600695625874,-0.29,-2.56,2.42,0.65,6.26,2.9399999999999995,3.9823008849557473,-0.1950440485384841,-3.0242708856866165
198806,0.0333068693055083,0.0661600695625874,4.79,2.16,-1.24,1.87,6.46,2.3600000000000003,3.96475770925111,0.2860880856198511,-3.130164795686265
198807,0.0333068693055083,0.0661600695625874,-1.25,-0.21,2.22,3.36,6.73,2.389999999999999,4.130052724077338,0.0085009408252734,-3.289110765493429
198808,0.0333068693055083,0.0661600695625874,-3.31,-0.03,2.15,-1.93,7.06,2.1900000000000004,4.111986001749779,0.5070707103730587,-3.3657520241148258
198809,0.0333068693055083,0.0661600695625874,3.3,-1.36,-0.75,-0.12,7.24,1.629999999999999,4.184829991281602,-0.3264205474171833,-3.2091150819610457
198810,0.0333068693055083,0.0661600695625874,1.15,-2.95,2.05,-1.0,7.35,1.3000000000000007,4.260869565217407,0.448890745442565,-3.3045684934914004
198811,0.0333068693055083,0.0661600695625874,-2.29,-1.65,1.41,-0.67,7.76,1.3000000000000007,4.246100519930662,0.2490273637700157,-3.6872219151948253
198812,0.0333068693055083,0.0661600695625874,1.49,2.01,-1.69,2.29,8.07,1.0700000000000005,4.41176470588236,0.4626268780544729,-3.4718301451199856
198901,0.0389252634940913,0.0948179495368891,6.1,-2.31,0.6,0.97,8.27,0.7400000000000002,4.482758620689653,0.2912983097923538,-3.3727849388974054
198902,0.0389252634940913,0.0948179495368891,-2.25,2.71,1.01,1.07,8.53,0.7900000000000009,4.647160068846801,-0.4366432986109392,-3.3279343547640092
198903,0.0389252634940913,0.0948179495368891,1.57,0.68,0.58,-0.89,8.82,0.4800000000000004,4.892703862660941,0.2452049351127527,-3.4765958902721277
198904,0.0389252634940913,0.0948179495368891,4.33,-0.78,-1.42,-0.65,8.65,0.3699999999999992,5.034129692832767,-0.0270709258256562,-3.4186232980544986
198905,0.0389252634940913,0.0948179495368891,3.35,-0.01,-0.88,-2.74,8.43,0.1699999999999999,5.276595744680845,-0.5602620143643655,-3.275205156714183
198906,0.0389252634940913,0.0948179495368891,-1.35,-1.09,2.25,2.3,8.15,-0.0500000000000007,5.16949152542372,-0.005348911091374,-3.4445536581964498
198907,0.0389252634940913,0.0948179495368891,7.2,-4.15,-2.79,1.43,7.88,-0.0599999999999996,5.063291139240511,-0.962369208075664,-3.292674403496281
198908,0.0389252634940913,0.0948179495368891,1.44,0.48,0.6,1.85,7.9,0.3599999999999994,4.621848739495804,0.977285597844757,-3.752622064698634
198909,0.0389252634940913,0.0948179495368891,-0.76,0.49,-1.27,1.17,7.75,0.5600000000000005,4.435146443514637,-0.342005579067306,-2.5906692759012633
198910,0.0389252634940913,0.0948179495368891,-3.67,-3.3,-1.11,-4.32,7.64,0.2800000000000002,4.587155963302747,-0.1193808460426271,-3.53820035545236
198911,0.0389252634940913,0.0948179495368891,1.03,-1.29,-1.09,-1.75,7.69,0.1499999999999994,4.655029093931851,0.3365873914070061,-3.489860439075056
198912,0.0389252634940913,0.0948179495368891,1.16,-2.27,0.16,-2.56,7.63,0.2999999999999998,4.639602319801162,0.562018397460462,-2.9228955781693986
199001,0.0387512701026593,0.0801303388108335,-7.85,-1.31,0.85,1.02,7.64,0.79,5.198019801980203,-0.515626134740621,-3.449604373307192
199002,0.0387512701026593,0.0801303388108335,1.11,1.17,0.64,0.49,7.74,0.7699999999999996,5.263157894736836,0.9194731036272774,-3.4380100777224407
199003,0.0387512701026593,0.0801303388108335,1.83,1.62,-2.92,0.17,7.9,0.75,5.237315875613735,0.4758016292990996,-3.470769366776666
199004,0.0387512701026593,0.0801303388108335,-3.36,-0.33,-2.59,-1.82,7.77,1.2699999999999996,4.711616571892785,-0.2353343956177589,-3.2996034211430767
199005,0.0387512701026593,0.0801303388108335,8.42,-2.35,-3.83,-0.35,7.74,0.8599999999999994,4.365400161681476,0.3009956750914533,-3.3035195186974713
199006,0.0387512701026593,0.0801303388108335,-1.09,1.35,-1.93,-0.22,7.73,0.6999999999999993,4.673650282030639,0.3304693720282525,-3.3232962005175475
199007,0.0387512701026593,0.0801303388108335,-1.9,-3.16,-0.03,-0.68,7.62,0.7399999999999993,4.819277108433728,-0.1663636320176631,-2.5725582818516
199008,0.0387512701026593,0.0801303388108335,-10.15,-3.87,1.64,-3.65,7.45,1.4099999999999993,5.702811244979911,0.3613744359510118,-3.1111196286307283
199009,0.0387512701026593,0.0801303388108335,-6.12,-3.74,0.64,-5.98,7.36,1.46,6.169871794871806,0.0316495456938348,-2.702642523321496
199010,0.0387512701026593,0.0801303388108335,-1.92,-5.12,0.1,-2.68,7.17,1.4800000000000004,6.379585326953752,-0.620071228694985,-3.0079009722991636
199011,0.0387512701026593,0.0801303388108335,6.35,0.07,-3.1,5.85,7.06,1.2000000000000002,6.195393169181873,-1.2461203724442482,-3.568837303437491
199012,0.0387512701026593,0.0801303388108335,2.46,0.67,-1.7,-3.01,6.74,1.34,6.254948535233562,-0.7017987237372236,-2.8733109473858174
199101,0.0355619613495308,0.0627702444333323,4.69,3.91,-1.6,-1.93,6.22,1.81,5.647058823529405,-0.3276019310241351,-3.0096554447661985
199102,0.0355619613495308,0.0627702444333323,7.19,3.94,-0.58,1.93,5.94,2.079999999999999,5.312500000000009,-0.7216854276505869,-3.294629903382407
199103,0.0355619613495308,0.0627702444333323,2.65,3.83,-1.39,0.52,5.91,2.140000000000001,4.821150855365497,-0.5693115830917916,-3.089491253110418
199104,0.0355619613495308,0.0627702444333323,-0.28,0.31,1.5,1.57,5.65,2.369999999999999,4.809930178432875,0.2634856044664957,-3.223138906580853
199105,0.0355619613495308,0.0627702444333323,3.65,0.14,-0.52,0.08,5.46,2.6000000000000005,5.034856700232382,0.9944464474132442,-3.371167542693969
199106,0.0355619613495308,0.0627702444333323,-4.94,0.24,1.15,2.06,5.57,2.67,4.695919938414161,0.8089462247265811,-3.403804326675663
199107,0.0355619613495308,0.0627702444333323,4.24,-0.96,-1.32,2.13,5.58,2.619999999999999,4.367816091954024,0.2629907522770036,-3.0979821093000948
199108,0.0355619613495308,0.0627702444333323,2.32,1.4,-0.78,-2.92,5.33,2.49,3.7993920972644313,0.0210618408048812,-3.826417948494048
199109,0.0355619613495308,0.0627702444333323,-1.59,1.56,-1.08,-0.76,5.22,2.25,3.396226415094339,0.826746144874968,-3.394750208301873
199110,0.0355619613495308,0.0627702444333323,1.29,0.91,-0.47,-1.18,4.99,2.4799999999999995,2.8485757121439192,-0.1026565391733513,-3.095233423921817
199111,0.0355619613495308,0.0627702444333323,-4.19,-0.83,-1.89,-0.4,4.56,2.8200000000000003,3.0665669409125185,-0.1354078719897011,-3.0950673353197473
199112,0.0355619613495308,0.0627702444333323,10.84,-2.4,-4.17,1.06,4.07,2.64,2.980625931445613,-0.4629756370142179,-3.522194048788982
199201,0.0374807987711213,0.0490629800307219,-0.59,9.18,4.71,5.22,3.8,3.51,2.672605790645899,-0.5193267196023976,-3.4985836184733405
199202,0.0374807987711213,0.0490629800307219,1.09,1.33,6.47,-2.9,3.84,3.43,2.818991097922829,0.7157284622815618,-3.8316484144554606
199203,0.0374807987711213,0.0490629800307219,-2.66,-0.93,3.56,-1.09,4.04,3.5,3.189910979228472,0.8382057778229868,-3.2007618709450267
199204,0.0374807987711213,0.0490629800307219,1.07,-5.7,4.34,-3.38,3.75,3.86,3.182827535159149,0.7721500744607646,-3.639389645988342
199205,0.0374807987711213,0.0490629800307219,0.3,0.21,1.19,-0.16,3.63,3.7,3.023598820059004,0.3252758568087044,-3.5957357023191503
199206,0.0374807987711213,0.0490629800307219,-2.34,-2.73,3.24,0.91,3.66,3.4799999999999995,3.0147058823529305,0.0597124615314026,-3.5077339904715297
199207,0.0374807987711213,0.0490629800307219,3.77,-0.62,-0.56,2.12,3.21,3.51,3.1571218795888534,0.8978434029404792,-3.9521085964011182
199208,0.0374807987711213,0.0490629800307219,-2.38,-0.42,-1.1,-1.56,3.13,3.49,3.074670571010252,-0.5476868818715785,-3.522222064157359
199209,0.0374807987711213,0.0490629800307219,1.19,0.48,-0.26,-1.12,2.91,3.46,2.9927007299270114,0.3170762102925106,-3.4826160557684926
199210,0.0374807987711213,0.0490629800307219,1.02,2.07,-1.98,-0.2,2.86,3.94,3.279883381924198,0.6848270320335414,-3.7924185848578613
199211,0.0374807987711213,0.0490629800307219,4.13,3.94,-1.35,-1.04,3.13,3.82,3.12046444121914,0.382643897532664,-3.829739777692059
199212,0.0374807987711213,0.0490629800307219,1.53,1.68,2.62,1.23,3.22,3.48,2.966714905933454,0.1456283489852605,-3.9804312375199458
199301,0.0297779273216689,0.0458805998846375,0.93,1.93,5.94,-0.45,3.0,3.39,3.2537960954446943,0.4020706326864243,-3.385140292281768
199302,0.0297779273216689,0.0458805998846375,0.12,-3.45,6.42,-1.49,2.93,3.1,3.2467532467532534,0.4694733975390441,-3.451520296001187
199303,0.0297779273216689,0.0458805998846375,2.3,0.09,1.18,-0.95,2.95,3.08,3.0194104960460155,-0.0877881994178264,-3.451491816796892
199304,0.0297779273216689,0.0458805998846375,-3.05,-0.85,2.49,-1.71,2.87,3.18,3.1563845050215145,0.2914971019854384,-3.5547484633674094
199305,0.0297779273216689,0.0458805998846375,2.89,1.9,-3.42,1.49,2.96,3.2,3.2211882605583497,-0.3853300974007378,-3.731569445955903
199306,0.0297779273216689,0.0458805998846375,0.31,0.13,2.75,2.24,3.07,2.73,2.9978586723768963,0.2235752286669834,-3.7016509527856547
199307,0.0297779273216689,0.0458805998846375,-0.34,0.95,2.85,-2.69,3.04,2.79,2.8469750889679624,0.253251081897865,-4.087569581786972
199308,0.0297779273216689,0.0458805998846375,3.71,0.1,0.13,1.28,3.02,2.43,2.840909090909083,-0.1081084401364784,-3.8306722588361812
199309,0.0297779273216689,0.0458805998846375,-0.12,2.98,-0.31,0.69,2.95,2.45,2.763997165131116,0.5208349346804031,-4.03304227910235
199310,0.0297779273216689,0.0458805998846375,1.41,1.89,-2.76,1.9,3.02,2.41,2.752293577981657,0.7371360581878594,-3.729395444983582
199311,0.0297779273216689,0.0458805998846375,-1.89,-1.27,-0.74,-1.39,3.1,2.73,2.744546094299793,0.4671308118086692,-4.109130998095904
199312,0.0297779273216689,0.0458805998846375,1.65,1.4,0.32,1.07,3.06,2.77,2.8109627547435068,0.5776852997753101,-3.8834933507870146
199401,0.0289042575190129,0.0502952461916687,2.87,-0.06,1.15,1.69,2.98,2.72,2.450980392156854,0.3185086583273433,-3.4409007070652775
199402,0.0289042575190129,0.0502952461916687,-2.55,2.67,-1.54,0.36,3.25,2.9000000000000004,2.515723270440251,0.0518179721500811,-3.5109639969618707
199403,0.0289042575190129,0.0502952461916687,-4.78,-1.04,1.6,0.09,3.5,3.27,2.6517794836008246,1.0124717843093878,-3.29513601423461
199404,0.0289042575190129,0.0502952461916687,0.68,-1.01,1.66,-0.38,3.68,3.3799999999999994,2.364394993045882,0.5837008322071346,-3.5973301020244426
199405,0.0289042575190129,0.0502952461916687,0.58,-2.56,0.67,0.06,4.14,3.03,2.288488210818307,0.4699670433769398,-3.567175530772248
199406,0.0289042575190129,0.0502952461916687,-3.03,-0.5,1.67,0.15,4.14,3.2,2.494802494802495,0.6693931177882639,-4.011749337203635
199407,0.0289042575190129,0.0502952461916687,2.82,-1.85,0.58,1.44,4.33,2.79,2.69896193771626,0.120461570282826,-3.744579242537138
199408,0.0289042575190129,0.0502952461916687,4.01,1.37,-2.51,1.44,4.48,2.71,2.900552486187835,0.6693794891416971,-3.563640454569906
199409,0.0289042575190129,0.0502952461916687,-2.31,2.8,-1.89,-0.77,4.62,3.0,2.965517241379323,0.2981412059183119,-3.3804488969017563
